ETC_20150211_000001	케파	Kepa
ETC_20150211_002404	필드 곳곳에서 나무뿌리 수정을 찾을 수 있습니다.	You can find here and there at the base modification of the tree of the field.
ETC_20150211_002405	나무뿌리 수정을 파괴하면 주변의 모든 플레이어의 스태미나가 회복됩니다	If you destroy the Tree roots crystal the stamina of all the players around the recovery
ETC_20150211_002406	오버히트	Over-hit
ETC_20150211_002407	특정 스킬은 일정 횟수 이상 연속으로 사용하면 오버히트가 발동합니다.	When the specific skills used continuously more than a certain number of times, overheating is invoked.
ETC_20150211_002408	오버히트가 발동되면 해당스킬에 쿨타임이 생기고 잠시 동안 사용할 수 없습니다.	If Over-hit is triggered, cool time occurs in that skill, you will not be able to use for a while.
ETC_20150211_002409	아이콘 하단의 게이지가 충전되면 오버히트가 발생합니다.	When the bottom of the gauge of the icon is charged overheating occurs.
ETC_20150211_002410	오버히트가 발생하지 않도록 사용가능한 스킬들을 혼용하면 강력한 공격을 쏟아부을 수 있습니다.	As over-hit does not occur, when you mix the available skills, so that you can pour a powerful attack.
ETC_20150211_002411	다수의 스킬을 사용하여 오버히트 발생을 억제할 수 있다.	The number of skills that it is possible to suppress the occurrence of over-hit using.
ETC_20150211_002412	오버히트가 발동하면 일정 시간 동안 해당 스킬을 사용할 수 없습니다.	If the Over-hit is triggered, a certain period of time, you will not be able to use that skill.
ETC_20150211_002413	일정 시간이 지나면 해당 스킬의 사용 횟수가 다시 초기화 됩니다.	A certain period of time has elapsed, the number of uses of the skill will be re-initialized.
ETC_20150211_002414	아이템	Items
ETC_20150211_002415	아이템 제작	Item Crafting
ETC_20150211_002416	제작서를 습득하면 유용한 아이템을 제작할 수 있습니다.	You can make useful items if you have the recipe.
ETC_20150211_002417	를 습득하면 자동으로 제작가능한 목록에 추가됩니다.	will automatically add craftable items.
ETC_20150211_002418	제작서는 몬스터를 처치하거나 상인에게 구입 혹은 퀘스트 보상을 통해 입수할 수 있습니다.	You can get the recipes by killing monsters, trading with merchants, or completing quests.
ETC_20150211_002419	{nl} {nl}제작을 시작하기 위해선 {img insert 40 40}키를 눌러 휴식모드로 전환한 후 	{nl} {nl} To begin crafting, use {img insert 40 40} key to switch to rest mode and then press
ETC_20150211_002420	버튼을 눌러 시작할 수 있습니다.	button to start crafting.
ETC_20150211_002421	제작하고자 하는 아이템의 재료가 충족되어야 제작을 진행할 수 있습니다.	You can begin crafting only when you have all the materials needed.
ETC_20150211_002422	인벤토리에 제작에 필요한 아이템이 충분하다면 휴식 모드에서 	If you have all the materials in the inventory, press
ETC_20150211_002423	 버튼을 눌러서 아이템 제작을 진행할 수 있습니다.	button to proceed with item crafting.
ETC_20150211_002424	제조가 완료되면 인벤토리에 제작된 아이템이 들어옵니다.	The item wil appear in your inventroy when crafting is successful.
ETC_20150211_002425	상점이용	Shop System
ETC_20150211_002426	상인 NPC에게 물건을 사거나 팔 수 있습니다.	You can buy and sell items through merchant NPCs.
ETC_20150211_002427	도시와 필드를 여행하다보면 상인 NPC를 찾을 수 있습니다	You can find merchant NPCs around town 
ETC_20150211_002428	안전지역에 자리잡고 있는 상인 NPC를 찾아보세요.{nl} {nl}	Find the merchant NPCs located in safe zone areas. {nl} {nl}
ETC_20150211_002429	하단의 아이템 거래창을 통해 NPC와 아이템을 거래 할 수 있습니다.{nl} {nl}[구입] : 구입하고자 하는 아이템을 우클릭하여 종류 및 수량을 정한 뒤 정산{nl}[판매] : 인벤토리에 판매하고자 하는 아이템을 마우스 우클릭하여 종류와 수량을 정한 뒤 정산{nl} {nl}	You can trade the NPC and items through the bottom of the item trading window. {Nl} {nl} and [purchase]: settlement after you decide the type and quantity of Right-click on the item you want to buy {nl} [sale]: kinds of right-click the item you want to try to sell the inventory and quantity settlement After determining the {nl} {nl}
ETC_20150211_002430	{img Shift 45 45}키를 누른 채로 마우스 우클릭하여 한 번에 많은 수량을 거래할 수 있습니다.{nl} {nl}	Hold down {Img Shift 45 45} key and right-click on mouse to trade multiple quantities at a time. {nl} {nl}
ETC_20150211_002431	상점에 판매한 아이템은 재매입 할 수 있습니다.	Items sold in the store can be bought back.
ETC_20150211_002432	{nl} {nl}실수로 판매한 아이템은 마우스를 우클릭하여 판매한 아이템을 재매입 할 수 있습니다.{nl} {nl}	{nl} {nl} Buy back items sold by mistake by right-clicking on the item. {nl} {nl}
ETC_20150211_002433	스테이터스 포인트 분배	Status Points 
ETC_20150211_002434	레벨업을 통해 얻은 스테이터스 포인트를 사용하여 캐릭터의 능력치를 성장시킬 수 있습니다.	You earn the status points whe you level up. Use it to develop character's abilities. 
ETC_20150211_002435	{img F1 40 40}키를 사용하여 캐릭터 정보창을 열면 캐릭터의 스테이터스 정보를 확인할 수 있습니다.	Use {Img F1 40 40} key to open character information window to check your current status.
ETC_20150211_002436	스테이터스 포인트를 힘/체력/지능/정신/민첩에 투자하여 캐릭터를 성장시킬 수 있습니다.{nl} {nl}  힘   :물리 공격력, 치명타 공격력 증가{nl} {nl}체력 : 최대 HP, HP회복력, 블럭, 치명타 저항, 소지 제한 무게 증가{nl} {nl}지능 : 마법 공격력, 블럭 관통 증가{nl} {nl}정신 : 최대 SP, SP회복력 증가{nl} {nl}민첩 : 명중, 회피, 치명타 발생확률 증가{nl}	Use Status Points to increase STR/CON/INT/SPR/DEX. you can grow your character {nl} {nl} STR: Increase Physical Damage, Critical Damage  {nl} {nl} CON: Increase HP, HP recovery, Block, Critical Resistance, Max inventory weight {nl} {nl} INT: Increase Magic Damage, Penetration Block {nl} {nl} SPR: Increase SP. SP Recovery {nl} {nl} DEX: Increase Accuracy, Evasion, Chance of Critical {nl}
ETC_20150211_002437	스테이터스에 포인트를 투자하면 해당 스테이터스를 성장시킬 수 있습니다.
{nl}{nl}	
ETC_20150211_002438	투자할 스테이터스의 효과는 하단 	You can preview the effects of the status change
ETC_20150211_002439	탭에서 실시간으로 확인할 수 있습니다.	in the information tab.
ETC_20150211_002440	편의기능	Useful functions
ETC_20150211_002441	워프	Warp
ETC_20150211_002442	워프 기능을 이용하면 빠르게 원하는 지역으로 이동할 수 있습니다.	Use warp to quickly move to your desired area.
ETC_20150211_002443	대도시의 	Activating 
ETC_20150211_002444	여신상	Goddess Statues in Towns 
ETC_20150211_002445	 혹은 	or
ETC_20150211_002446	을 활성화 시키면 다른 지역에서 해당 지역으로 워프할 수 있습니다	enables you to warp to other areas.
ETC_20150211_002447	여신상을 활성화 시키기 위해선 여신상 주변에 접근해야 합니다.	Approach the Statue to activate it.
ETC_20150211_002448	바카리네 여신상을 이용하면 활성화시킨 여신상이 있는 지역으로 빠르게 이동할 수 있습니다.	You can warp to activated areas through Goddess Vakarine Statue.
ETC_20150211_002449	워프 주문서를 사용하면 즉시 워프 기능을 사용할 수 있습니다.	Also, using warp scroll will enable you to use the warp function immediately.
ETC_20150211_002450	워프 주문서로 이동할 수 있는 지역은 활성화된 여신상이 있는 지역으로 제한됩니다.	When you use the warp scroll, areas you can move to are limited to areas where the Statue is activated.
ETC_20150211_002451	워프 주문서를 다시 사용하면 마지막으로 워프 주문서를 사용한 장소로 빠르게 돌아갈 수 있습니다.	Using the Warp Scroll again will move you to your last location.
ETC_20150211_002452	워프 주문서는 상점이나 퀘스트의 보상으로 획득할 수 있습니다.	Warp scrolls can be acquired through shop or quest rewards.
ETC_20150211_002453	돌아가기 버튼을 이용하면 쉽게 퀘스트를 완료할 수 있습니다.	Use the 'Return' button to complete the quests easily.
ETC_20150211_002454	퀘스트를 완료하면 지령창 UI에 	When you complete quests,
ETC_20150211_002455	되돌아가기	Return
ETC_20150211_002456	 버튼이 활성화 됩니다.	button will be activated.
ETC_20150211_002457	되돌아가기 버튼	Return Button
ETC_20150211_002458	({img questinfo_return 40 40})을 클릭하면 완료 NPC가 위치한 지역으로 순간이동할 수 있습니다.	You can teleport to the Quest NPC right away by clicking the ({img questinfo_return 40 40}) butoon.
ETC_20150211_002459	혹은 단축키 	or you can use the shortcuts key
ETC_20150211_002460	백스페이스	Backspace
ETC_20150211_002461	키를 사용하여도 	key
ETC_20150211_002462	를 사용할 수 있습니다.	to return to quest NPC.
ETC_20150211_002463	필드 이벤트	Field events
ETC_20150211_002464	여신상에 경배를 드리면 이로운 효과를 얻을 수 있습니다.	Worship the Statue will benefit you.
ETC_20150211_002465	여신상에 경배를 올리면 각각의 여신상마다 이로운 효과를 줍니다.	Each Statue will give you effects for your benefit.
ETC_20150211_002466	세계 각 지역에 남아있는 여신상들은 모두 특별한 힘을 갖고 있습니다.	Each statue in the world have special powers.
ETC_20150211_002467	을 이용하면 지역간의 워프기능을 사용할 수 있습니다.	 is used to warp to other areas.
ETC_20150211_002468	워프 기능을 사용하기 위해선 해당 지역의 	To use the warp function, the 
ETC_20150211_002469	을 활성화 시켜야 합니다.	of the area should be activated.
ETC_20150211_002470	에게서 캐릭터의 스테이터스 포인트를 얻을 수 있습니다.	gives status points.
ETC_20150211_002471	보물 상자	Treasure Chest
ETC_20150211_002472	에서 특별한 아이템을 얻을 수 있습니다.	In you will be able to obtain a special item.
ETC_20150211_002473	필드 곳곳에 숨겨져있는 	Have been hidden around the field
ETC_20150211_002474	를 찾을 수 있습니다.	You can find.
ETC_20150211_002475	보물 상자는 여러 단계가 존재하며 특별한 아이템을 얻을 수 있습니다.	Treasure box There are several stages, you can get a special item.
ETC_20150211_002476	1단계 보물 상자는 별도의 조건 없이 상자에 가까히 다가가 {img SPACE 40 40}키를 누르면 상자를 열고 보상을 받을 수 있습니다.	Step 1 treasure chest, pressing it close Gakahi without another condition box {img SPACE 40 40} key, open the box, you can receive compensation.
ETC_20150211_002477	2단계 보물 상자부터는 보물 상자의 단계에 맞는 열쇠 아이템을 사용해야 상자를 열 수 있습니다.	Step 2 from the treasure box requires the use of a key item depending on the stage of the treasure boxes I can open the box.
ETC_20150211_002478	의 열쇠는 퀘스트 진행을 통해서만 획득할 수 있습니다.	The key can be acquired only through the quest progression.
ETC_20150211_002479	장비 강화	Equipment Upgrade
ETC_20150211_002480	장비를 강화하면 장비의 기본 성능을 올릴 수 있습니다.	You can enhance your equipments through item upgrade.
ETC_20150211_002481	{img F2 40 40}키를 사용하여 인벤토리를 열고 	Open inventory by using the {img F2 40 40} key, and on 
ETC_20150211_002482	아이템에 {img mouseclick_right 40 40}하면 장비 강화를 시작할 수 있습니다.	item, {img mouseclick_right 40 40} to strat upgrading.
ETC_20150211_002483	아이템은 상인NPC에게 구입하거나 몬스터를 사냥해서 얻을 수 있습니다.	You can buy the items from Merchant NPC or by hunting the monsters.
ETC_20150211_002484	모루를 사용한 뒤 장착 중이거나 소지중인 장비를 선택하면 강화창이 등장합니다.	After using the anvil, Item Upgrade window will appear when you select your equipment.
ETC_20150211_002485	장비 강화창에서 	In the Item Upgrade window, when you click 
ETC_20150211_002486	강화 시작	Start Upgrade
ETC_20150211_002487	 버튼을 클릭하면 캐릭터 근처에 	 button, the
ETC_20150211_002488	가 생성 됩니다. 이때 	 will appear. Hit the 
ETC_20150211_002489	를 세 번 타격하면 강화가 완료됩니다.	 three times to upgrade your equipment.
ETC_20150211_002490	장비 강화에 성공하면 해당 장비의 주요 포인트가 상승하며 	When your equipment is upgraded succesfully, its stats will increase and 
