QUEST_20150211_000001	퀘스트 수정이 필요한 유저를 선택해주세요.	Please select the required user quest fixes.
QUEST_20150211_000440	세콰이아는 이젠 더 이상 용납할 수 없는 적입니다.{nl}세콰이아를 그냥 놔두었다간 우리 부엉이들은 그의 손에 전부 다 부서지게 되겠죠.{nl}그럼 이 많은 영혼들은 누가 인도하나요?	It is unacceptable anymore enemy that knows three Kwai. During that had been left {nl}-year-old Kwai Oh only, we owl will be broken all in his hand. {Nl} Well, is this a lot of soul, who is in India?
QUEST_20150211_000441	저는 항상 이 신성한 숲의 깊은 어둠을 보고 있습니다. {nl}인간들의 원한, 버리지 못한 욕심 같은 것들 말이지요. 	I am always looking at the deep darkness of this sacred forest. {Nl} of human and desirable, but it's kind of like a discarded not greed.
QUEST_20150211_000442	오랜 친구를 없애야 한다는 건 참으로 슬픈 일이지만..{nl}더 이상 죄를 짓게 하는 걸 두고 볼 수만은 없어요.	The that you must lose the old friend thing certainly sad .. {nl} It does not only look to put it to commit any more sins.
QUEST_20150211_000443	하마터면 세콰이아에게 부서질 뻔했지만 그렇다고 가여운 영혼을 인도하는 일을 그만둘 순 없어요.{nl}언제쯤이면 이 모든 슬픔이 사라질 수 있을까요?	It was the place where crumble to nearly age Kwai Oh, but it does Mase order to quit the job that leads to poor soul that it is so. {Nl} Once you when to become, I think all of the sadness disappears?
QUEST_20150211_000444	가야 할 때가 온다면 떠나겠지요.{nl}하지만 그때까지는 이곳을 지키려 합니다.	If you do not have to go it will leave you come. {Nl} But, until then, I then you trying to protect here.
QUEST_20150211_000445	아직 연구할 게 많이 남아 있는데..	It remains much to still study.
QUEST_20150211_000446	다른 사람들은 어디 갔죠?{nl}상인 아저씨는요? 제 병사는? 선생님은 또 어디 가신 거지..	Where went do other people? {Nl} merchant uncle? The first soldier? Teacher also, it is the where the road.
QUEST_20150211_000447	저렇게 미쳐 날뛰는 세콰이아는 처음 봐.{nl}우린 아마 다 부서져 버릴거야. 전부 먼지가 될 거라고!	When viewed in the first you know that frenzy old Kwai. {Nl} we would would probably multi-collapse. It is going to be all the dust!
QUEST_20150211_000448	옛날엔, 많은 인간들과 친구가 되었었지요.{nl}한번 친해진 인간이 영혼이 되어 다시 만난다는 건 별로 달가운 일이 아닙니다.	￥ Once upon a time, many men and a friend were eotjiyo. {Nl} familiar once again meets the human soul is not something dalgaun a case-by-case basis.
QUEST_20150211_000449	요놈 참 귀엽지 않나요?{nl}처음 보는 몬스터라 긴장했는데, 먼저 다가와선 애교를 부리더라고요.{nl}어찌나 북슬거리고 귀여운지.. 언젠간 집에 데려다가 키울 겁니다.	Yonomu Do you true cute? {Nl} have been tense for the first time to see the monster, and increased the line charm approaching ahead. {Nl} No matter how how cute make a Bukusuru .. someday you grow is brought to the house.
QUEST_20150211_000450	숲에서 일하는 것은 힘들지만, 바싹 마른 협곡보다는 숲이 좋지요.{nl}거기는 뜨거운 바람이 분다고 하던데.. 가고 싶지 않습니다.	Although it is difficult to work in the forest, rather than closely dry canyon, I'm forest is nice. Hot wind I had to say and minutes there is {nl}. There is no want to go.
QUEST_20150211_000451	병사는 언제나 부족하고 혈기 넘치는 젊은이들은 넘쳐 나지.{nl}	Soldiers vigor overflowing young people and insufficient always overflowing. {Nl}
QUEST_20150211_000452	그럼 대체 뭐가 문제냐고?{nl}우리는 병사를 훈련하는 일을 하는 거지 관 짜는 사람들이 아니야.{nl}전쟁은 기세로 하는 거지만 혈기는 패배로 가는 길이지.	Then, What on earth what is the problem? {Nl} We are not the people that partnering do chewed to the task of training the soldiers. {Nl} war he and momentum but either way to the vigor defeat.
QUEST_20150211_000453	생각해보면 여신께서도 무심하십니다..{nl}아직 하고 싶은 일이 많았는데.. 몬스터에게 죽다니..{nl}저 말고 죽은 사람이 얼마나 많은지, 숲 속에 그들의 물건이 흩어져 있을 정도입니다.	If you think about it also Goddess is boring .. {nl} is Although it was often you want to do still ... have been spent on monsters. How much is {nl} people dead Zu that, it is about their works are scattered in the forest.
QUEST_20150211_000454	살아 있었을 때의 기억은 잘 나지 않습니다.{nl}부엉이 조각상이 저를 인도하려 했을 때 몬스터가 조각상을 습격했고, 저만 남았지요.{nl}가능하다면 저 같은 영혼이 더 늘지 않았으면 좋겠습니다.	Storage of when I was living does not come out well. {Nl} owl image of attacked the monster image when trying to lead me, I guess I just left. If possible {nl} I think if such a soul is not increased.
QUEST_20150211_000455	당신은 선택받은 존재입니다.{nl}항상 그 사실을 잊지 마세요.{nl}계시는 당신을 위해 준비되어 있습니다.{nl}계시를 얻어 여신의 뜻을 품으셔야 합니다.	You are a presence that was selected. {Nl} Please do not always forget that fact. {Nl} woven has been prepared for you. To give a revelation of {nl} You need to take care of the meaning of the goddess.
QUEST_20150211_000456	당신의 길에 여신의 축복이 함께하기를 빌겠습니다.	Your I pray there both the blessing of the goddess on the road.
QUEST_20150211_000457	나무뿌리 수정을 파괴하면 스태미나를 얻을 수 있습니다.{nl}파괴하면 또 자라난다고 하니 참 기괴하죠?{nl}	You can get the stamina when you destroy the root of the tree modification. If {nl} destruction, also you can either and I think growing out I really inexplicable? {Nl}
QUEST_20150211_000458	수도에서 신수가 솟아오를 때, 같이 생겨났다네요.	When God beast raged in the capital, I came out as.
QUEST_20150211_000459	추가적인 요청은 저희도 어느 정도 융통성 있게 받아 주고 있습니다만..{nl}말도 없다가 갑자기 이런 큰일이 닥치면.. 후우우우우..	Although additional request also we have accepted some flexibility but go crowded .. {nl}, suddenly, if you encounter such a great thing, .. Fu and uhh.
QUEST_20150211_000460	바세닌님 정말 멋지지 않습니까?{nl}어떻게든 바세닌님의 부대에 들어가고 싶은데.. 어째 쉽게 기회가 오질 않는군요.	Basenin like Do not really nice? {Nl} but somehow I want to go into Basenin like troops. I'm did not come opportunities to why simple.
QUEST_20150211_000461	뭐.. 아무래도 영혼 보다는 살아있는 사람을 만나는 게 더 기쁘지 않겠어요?	Well, rather than absolutely soul, do you not more happy to have meet the person who is alive?
QUEST_20150211_000462	저는 부엉이 조각상이 저를 이끌어 줄 순간을 기다리고 있었습니다.{nl}그 사이에 강해 보이는 몬스터가 영혼을 끌어들여 삼키는 것을 보고 숨었습니다.{nl}저는 간신히 피했지만, 사로잡힌 영혼을 구하려면 몬스터를 처치해야 할 것 같더군요.	I was waiting for the moment when the image of the owl will lead me. Strongly visible monsters {nl} therebetween entrainment the soul, it was hidden by seen to swallow. {Nl} I have avoided finally, to get the soul of captivity, the I do not must defeat the monster.
QUEST_20150211_000463	다른 부엉이들은 몰라도, 저는 희망을 버리지 않고 있습니다.{nl}여신께서 세상을 버릴 리 없으니 말입니다.{nl}세상에 남겨진 계시를 생각해보면 뭔가 깊은 뜻을 가지고 계신 게 틀림없습니다.{nl}흩어진 계시를 어서 모아 주세요.	Other owl, without knowing, I am not give up hope. {Nl} goddess is the word there is no reason to abandon the world. {Nl} If you think the revelation that was left in the world, you do not have to make a difference to have something deep meaning. {Nl} Please collect the scattering revelation by all means.
QUEST_20150211_000464	브람블의 부하들은 아직도 날뛰고 있습니다.{nl}이대로라면 더 많은 인간이 희생될 게 분명합니다.{nl}계시자님께서 몬스터와 맞서는 인간들을 도와주세요.	Load of Bram block, still rampage. {Nl} In this state, it is clear that more human is sacrificed. Please help human {nl} revelation bidder to compete with monsters.
QUEST_20150211_000465	글쎄요.. 제가 왜 여기에 계속 있을까요?{nl}아마 저는 아직 떠날 때가 되지 않아서가 아닐까요?{nl}부엉이 조각상들도 모르고, 다른 영혼들도 모르죠.{nl}미래를 보는 여신이라면 모를까, 어차피 자신의 미래를 알 수는 없잖아요?	Well .. I will continue Why here? {Nl} perhaps would not be if it is not time to I still leave? {Nl} also do not know the image of the owl, will not even know other souls. {Nl} Anyway it if goddess of see the future ,, you will not be able to anyway knowing my future?
QUEST_20150211_000466	아직 다른 계시자들을 만난 적이 없으신가 보지요?{nl}	I see Opuushinga that still met other revelation who? {Nl}
QUEST_20150211_000467	여신의 꿈이나 계시에 대해서 잘 아는 건 아닙니다만..{nl}확실한 건 당신과 같은 사람들이 한둘이 아니라는 겁니다.{nl}	Yes it is not the well know about the dreams and revelation of the goddess. {Nl} thing is for sure, people like you would not be one or two. {Nl}
QUEST_20150211_000468	얘 이름은 스피온이라고 지었죠.{nl}왜 이렇게 지었느냐면 음.. 그냥 멋져 보이잖아요?	The name of this child, did Toka is Supion. {Nl} and why was committed in this way, Is not look to well .. just great?
QUEST_20150211_000469	저기서 털북숭이랑 놀고 있는 피트랑 전, 어릴 적부터 친구였어요.{nl}한창 감수성이 폭풍 같았던 사춘기 때 말이죠, 멋진 영웅이 정말 되고 싶었어요.{nl}	In front of the foot run of woolly and play over there, it was a friend from childhood. Sensitivity midst of {nl} is I is when a teenager was like a storm, nice hero wanted to be really. {Nl}
QUEST_20150211_000470	그러다 동네에 가끔 들려오는 바세닌님의 무용담을 듣다가 말이죠, 그만.. 그 길로 입대해버렸죠. {nl}그래도 멋지잖아요? 언젠간 바세닌님의 부대에 들어가서 꼭 공을 세우고 말 겁니다.	I heard the Basenin like saga that heard occasionally in the neighborhood within which to do so, quit .. I would be the way enlisted. {Nl} Still Is not it wonderful? You will say be sure to make a ball entered the sometime Basenin like troops.
QUEST_20150211_000471	능력은 실력으로 입증하는 거다.{nl}할 말이 있다면, 결과로 가져오는 거다!	Ability, would be to merit basis proved. If there is a {nl} comment, I bring as a result!
QUEST_20150211_000472	바세닌님의 부대에 들어가는 병사는 최고가 아니면 안 돼.{nl}어떻게든 네가 최고라는 걸 증명하는 것이 가장 중요하다.	Soldier entering the Basenin like troops should not be the best no if. It is most important to prove {nl} somehow that you best.
QUEST_20150211_000473	아.. 이상하다. 분명히 아까 잔뜩 구해 놨는데..	Is Oh .. more. I had clearly asked a little while ago a bunch.
QUEST_20150211_000474	물자의 반 정도는 각 도시에서 차출되고 나머지는 전부 없는 대로 고쳐 쓰거나 자급자족입니다.{nl}상황이 이런데 사기가 높길 바라는 건 말도 안 되죠.	Half of the materials, are elected in each city, you can rewrite as the rest is not all, is self-sufficient. {Nl} situation is a good not to talk of fraud to like this want Nopugiru.
QUEST_20150211_000475	물자가 부족한 병사들을 상태로 장비들을 팔고 있습니다.{nl}어째서 무상지원이 아니냐고 하셔도 어쩔 수 없습니다. 저도 처자식이 있는 걸요..	Material I am selling mom device soldiers are missing. {Nl} There is no way why so if there are any free support. I also I have a wife and children.
QUEST_20150211_000476	부베들 때문에 이곳에선 잠시도 쉴 틈이 없습니다.	I can't rest even for a little while because of the Vubbes.
QUEST_20150211_000477	이렇게 오솔길이 많은 곳에선 몬스터들이 어디서 튀어나올지 모릅니다.	In this way at one road often do not know the monster is where it pops out.
